Mod:Item:MetaData, Localized Name
avaritia:infinity_boots, Infinity Boots
avaritia:skullfire_sword, Skullfire Sword
avaritia:endest_pearl, Endest Pearl
avaritia:ultimate_stew, Ultimate Stew
avaritia:cosmic_meatballs, Cosmic Meatballs
avaritia:matter_cluster, Matter Cluster
avaritia:compressed_crafting_table, Compressed Crafting Table
avaritia:double_compressed_crafting_table, Double Compressed Crafting Table
avaritia:extreme_crafting_table, Extreme Crafting Table
avaritia:block_resource:0, Neutronium Block
avaritia:block_resource:1, Infinity Block
avaritia:block_resource:2, Crystal Matrix
avaritia:neutron_collector, Neutron Collector
avaritia:neutronium_compressor, Neutronium Compressor
hammercore:iron_bordered_cobblestone, Iron-Bordered Cobblestone
hammercore:gold_bordered_cobblestone, Gold-Bordered Cobblestone
hammercore:diamond_bordered_cobblestone, Diamond-Bordered Cobblestone
hammercore:emerald_bordered_cobblestone, Emerald-Bordered Cobblestone
hammercore:quartz_bordered_cobblestone, Quartz-Bordered Cobblestone
hammercore:manual, Hammer Core Manual
botanicadds:mana_tesseract, Mana Tesseract
botanicadds:terra_catalyst, Terra Catalyst
botanicadds:dreamrock, Dreamrock
botanicadds:mana_lapis_block, Mana Lapis Block
botanicadds:elven_lapis_block, Elven Lapis Block
botanicadds:elvenwood_log, Elvenwood Log
botanicadds:elven_altar, Elven Altar
botanicadds:pool_dreaming, Dreaming Mana Pool
botanicadds:gaia_plate, Gaia Agglomeration Plate
botanicadds:rune_tp, Rune of Teleportation
botanicadds:rune_energy, Rune of Energy
botanicadds:mana_lapis, Mana Lapis
botanicadds:elven_lapis, Elven Lapis
botanicadds:gaia_shard, Gaia Shard
botanicadds:gaiasteel_ingot, Gaiasteel Ingot
botanicadds:terra_protector, Terra Protector
botanicadds:ring_aura_gaia, Gaia Band of Aura
botanicadds:mana_stealer_sword, Mana Stealing Blade
draconicevolution:draconium_ore:0, Draconium Ore
draconicevolution:draconium_ore:1, Nether Draconium Ore
draconicevolution:draconium_ore:2, Ender Draconium Ore
draconicevolution:draconium_block:0, Draconium Block
draconicevolution:draconium_block:1, Charged Draconium Block
draconicevolution:draconic_block, Awakened Draconium Block
draconicevolution:infused_obsidian, Draconium Infused Obsidian
draconicevolution:portal, Portal
draconicevolution:item_dislocation_inhibitor, Dislocation Normalization Field Projector
draconicevolution:generator, Generator
draconicevolution:grinder, Mob Grinder
draconicevolution:particle_generator:0, Particle Generator
draconicevolution:particle_generator:2, Energy Core Stabilizer
draconicevolution:energy_infuser, Energy Infuser
draconicevolution:dislocator_receptacle, Dislocator Receptacle
draconicevolution:dislocator_pedestal, Dislocator Pedestal
draconicevolution:rain_sensor, Rain Sensor
draconicevolution:diss_enchanter, Disenchanter
draconicevolution:potentiometer, Potentiometer
draconicevolution:entity_detector:0, Entity Detector
draconicevolution:entity_detector:1, Advanced Entity Detector
draconicevolution:energy_storage_core, Energy Core
draconicevolution:energy_pylon, Energy Pylon
draconicevolution:invis_e_core_block, tile.draconicevolution:invis_e_core_block.name
draconicevolution:fusion_crafting_core, Fusion Crafting Core
draconicevolution:crafting_injector:0, Basic Fusion Crafting Injector
draconicevolution:crafting_injector:1, Wyvern Fusion Crafting Injector
draconicevolution:crafting_injector:2, Draconic Fusion Crafting Injector
draconicevolution:crafting_injector:3, Chaotic Fusion Crafting Injector
draconicevolution:celestial_manipulator, Celestial Manipulator
draconicevolution:energy_crystal:0, Basic Energy Relay Crystal
draconicevolution:energy_crystal:1, Wyvern Energy Relay Crystal
draconicevolution:energy_crystal:2, Draconic Energy Relay Crystal
draconicevolution:energy_crystal:3, Basic Energy I/O Crystal
draconicevolution:energy_crystal:4, Wyvern Energy I/O Crystal
draconicevolution:energy_crystal:5, Draconic Energy I/O Crystal
draconicevolution:energy_crystal:6, Basic Wireless Energy Crystal
draconicevolution:energy_crystal:7, Wyvern Wireless Energy Crystal
draconicevolution:energy_crystal:8, Draconic Wireless Energy Crystal
draconicevolution:flow_gate:0, Flux Gate
draconicevolution:flow_gate:8, Fluid Gate
draconicevolution:reactor_core, Draconic Reactor Core
draconicevolution:reactor_part:0, Reactor Stabilizer Frame
draconicevolution:reactor_part:1, Reactor Stabilizer Inner Rotor
draconicevolution:reactor_part:2, Reactor Stabilizer Outer Rotor
draconicevolution:reactor_part:3, Reactor Stabilizer Rotor Assembly
draconicevolution:reactor_part:4, Reactor Stabilizer Focus Ring
draconicevolution:reactor_component:0, Reactor Stabilizer
draconicevolution:reactor_component:1, Reactor Energy Injector
draconicevolution:draconic_spawner, Stabilized Mob Spawner
draconicevolution:draconium_chest, Draconium Chest
draconicevolution:chaos_crystal, Chaos Crystal
draconicevolution:chaos_shard_atmos, tile.draconicevolution:chaos_shard_atmos.name
draconicevolution:creative_rf_source, Creative RF Source
draconicevolution:placed_item, tile.draconicevolution:placed_item.name
draconicevolution:draconium_dust, Draconium Dust
draconicevolution:draconium_ingot, Draconium Ingot
draconicevolution:draconic_ingot, Awakened Draconium Ingot
draconicevolution:draconic_core, Draconic Core
draconicevolution:wyvern_core, Wyvern Core
draconicevolution:awakened_core, Awakened Core
draconicevolution:chaotic_core, Chaotic Core
draconicevolution:wyvern_energy_core, Wyvern Energy Core
draconicevolution:draconic_energy_core, Draconic Energy Core
draconicevolution:dragon_heart, Dragon Heart
draconicevolution:debugger, item.draconicevolution:debugger.name
draconicevolution:nugget:0, Draconium Nugget
draconicevolution:nugget:1, Awakened Draconium Nugget
draconicevolution:chaos_shard:0, Chaos Shard
draconicevolution:chaos_shard:1, Large Chaos Fragment
draconicevolution:chaos_shard:2, Small Chaos Fragment
draconicevolution:chaos_shard:3, Tiny Chaos Fragment
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:2, Creative Flux Capacitor
draconicevolution:wyvern_axe, Axe of the Wyvern
draconicevolution:wyvern_bow, Bow of the Wyvern
draconicevolution:wyvern_pick, Pickaxe of the Wyvern
draconicevolution:wyvern_shovel, Shovel of the Wyvern
draconicevolution:wyvern_sword, Sword of the Wyvern
draconicevolution:draconic_axe, Draconic Axe
draconicevolution:draconic_bow, Draconic Bow
draconicevolution:draconic_hoe, Draconic Hoe
draconicevolution:draconic_pick, Draconic Pickaxe
draconicevolution:draconic_shovel, Draconic Shovel
draconicevolution:draconic_staff_of_power, Draconic Staff of Power
draconicevolution:draconic_sword, Draconic Sword
draconicevolution:tool_upgrade:0, Upgrade Key (RF Capacity)
draconicevolution:tool_upgrade:1, Upgrade Key (Dig Speed)
draconicevolution:tool_upgrade:2, Upgrade Key (Dig AOE)
draconicevolution:tool_upgrade:3, Upgrade Key (Attack Damage)
draconicevolution:tool_upgrade:4, Upgrade Key (Attack AOE)
draconicevolution:tool_upgrade:5, Upgrade Key (Arrow Damage)
draconicevolution:tool_upgrade:6, Upgrade Key (Draw Speed)
draconicevolution:tool_upgrade:7, Upgrade Key (Arrow Speed)
draconicevolution:tool_upgrade:8, Upgrade Key (Shield Capacity)
draconicevolution:tool_upgrade:9, Upgrade Key (Shield Recovery)
draconicevolution:tool_upgrade:10, Upgrade Key (Movement Speed)
draconicevolution:tool_upgrade:11, Upgrade Key (Jump Boost)
draconicevolution:dislocator, Dislocator
draconicevolution:dislocator_advanced, Advanced Dislocator
draconicevolution:dislocator_bound:1, Bound Dislocator (Point to Point)
draconicevolution:dislocator_bound:2, Bound Dislocator (Player)
draconicevolution:magnet:0, Item Dislocator
draconicevolution:magnet:1, Awakened Item Dislocator
draconicevolution:crystal_binder, Crystal Binder
draconicevolution:wyvern_helm, Wyvern Helm
draconicevolution:wyvern_chest, Wyvern Chestplate
draconicevolution:wyvern_legs, Wyvern Leggings
draconicevolution:wyvern_boots, Wyvern Boots
draconicevolution:draconic_helm, Draconic Helm
draconicevolution:draconic_chest, Draconic Chestplate
draconicevolution:draconic_legs, Draconic Leggings
draconicevolution:draconic_boots, Draconic Boots
draconicevolution:info_tablet, Draconic Evolution Information Tablet
draconicevolution:mob_soul, Soul
draconicevolution:creative_exchanger, Creative Block Exchanger
draconicevolution:ender_energy_manipulator, Ender Energy Manipulator
ic2:blockrubsapling, Rubber Tree Sapling
ic2:blockrubwood:0, Rubber Wood
ic2:leaves, Leaves
ic2:blockcrop, Crop
ic2:blockbarrel, Barrel
ic2:blockmetal:0, Copper Ore
ic2:blockmetal:1, Tin Ore
ic2:blockmetal:2, Uranium Ore
ic2:blockmetal:3, Silver Ore
ic2:blockmetal:7, Copper Block
ic2:blockmetal:8, Tin Block
ic2:blockmetal:9, Bronze Block
ic2:blockmetal:10, Uranium Block
ic2:blockmetal:11, Silver Block
ic2:blockmetal:12, Charcoal Block
ic2:blockscaffold, Scaffold
ic2:blockironscaffold, Iron Scaffold
ic2:blockfenceiron, Iron Fence
ic2:blockutility:1, Mining Pipe
ic2:blockutility:2, Reinforced Stone
ic2:blockutility:3, Reinforced Glass
ic2:blockutility:4, Reinforced Brick
ic2:blockutility:5, Clear Reinforced Glass
ic2:blockutility:6, Cracked Reinforced Stone
ic2:blockminingpipe, Mining Pipe
ic2:advcomparator, Advanced Comparator
ic2:blockdooralloy, .name
ic2:blockexplosive:0, Industrial TNT
ic2:blockexplosive:1, Nuke
ic2:blockfoam, Construction Foam
ic2:blockwall:0, Construction Foam Wall
ic2:blockwall:1, Construction Foam Wall
ic2:blockwall:2, Construction Foam Wall
ic2:blockwall:3, Construction Foam Wall
ic2:blockwall:4, Construction Foam Wall
ic2:blockwall:5, Construction Foam Wall
ic2:blockwall:6, Construction Foam Wall
ic2:blockwall:7, Construction Foam Wall
ic2:blockwall:8, Construction Foam Wall
ic2:blockwall:9, Construction Foam Wall
ic2:blockwall:10, Construction Foam Wall
ic2:blockwall:11, Construction Foam Wall
ic2:blockwall:12, Construction Foam Wall
ic2:blockwall:13, Construction Foam Wall
ic2:blockwall:14, Construction Foam Wall
ic2:blockwall:15, Construction Foam Wall
ic2:blockwool:0, Construction Foam Wool
ic2:blockwool:1, Construction Foam Wool
ic2:blockwool:2, Construction Foam Wool
ic2:blockwool:3, Construction Foam Wool
ic2:blockwool:4, Construction Foam Wool
ic2:blockwool:5, Construction Foam Wool
ic2:blockwool:6, Construction Foam Wool
ic2:blockwool:7, Construction Foam Wool
ic2:blockwool:8, Construction Foam Wool
ic2:blockwool:9, Construction Foam Wool
ic2:blockwool:10, Construction Foam Wool
ic2:blockwool:11, Construction Foam Wool
ic2:blockwool:12, Construction Foam Wool
ic2:blockwool:13, Construction Foam Wool
ic2:blockwool:14, Construction Foam Wool
ic2:blockwool:15, Construction Foam Wool
ic2:blockpixelfoam:0, Pixel Foam
ic2:blockpixelfoam:1, Pixel Foam
ic2:blockpixelfoam:2, Pixel Foam
ic2:blockpixelfoam:4, Pixel Foam
ic2:blockpixelfoam:5, Pixel Foam
ic2:blockpixelfoam:7, Pixel Foam
ic2:blockpixelfoam:8, Pixel Foam
ic2:blockpixelfoam:9, Pixel Foam
ic2:blockpixelfoam:10, Pixel Foam
ic2:blockpixelfoam:11, Pixel Foam
ic2:blockpixelfoam:12, Pixel Foam
ic2:blockpixelfoam:13, Pixel Foam
ic2:blockpixelfoam:15, Pixel Foam
ic2:blockwalltextured, Textured Wall
ic2:blockharz, Resin Sheet
ic2:blockrubber, Rubber Sheet
ic2:blockpersonal:0, Trade-O-Mat
ic2:blockpersonal:1, Fluid-O-Mat
ic2:blockpersonal:2, Energy-O-Mat
ic2:blockpersonal:3, Personal Safe
ic2:blockpersonal:4, Personal Tank
ic2:blockpersonal:5, Personal Batbox
ic2:blockpersonal:5, Personal MFE
ic2:blockpersonal:5, Personal MFSU
ic2:blockpersonal:8, Iridium Stone
ic2:blockgenerator:0, Generator
ic2:blockgenerator:1, Geothermal Generator
ic2:blockgenerator:2, Water Mill
ic2:blockgenerator:3, Solar Panel
ic2:blockgenerator:4, Wind Mill
ic2:blockgenerator:5, Nuclear Reactor
ic2:blockgenerator:6, Steam Reactor
ic2:blockgenerator:7, Basic Steam Turbine
ic2:blockgenerator:8, Thermal Generator
ic2:blockgenerator:9, Solar Turbine
ic2:blockgenerator:10, Liquid Fuel Generator
ic2:blockgenerator:11, Slag Generator
ic2:blockgenerator:12, Wave Generator
ic2:blockgenerator:13, Ocean Generator
ic2:blockgenerator:14, Fuel Boiler
ic2:blockcompactedgenerator:0, Low Voltage Solar Panel (LV)
ic2:blockcompactedgenerator:1, Medium Voltage Solar Panel (MV)
ic2:blockcompactedgenerator:2, High Voltage Solar Panel (HV)
ic2:blockcompactedgenerator:3, Low Voltage Water Mill (LV)
ic2:blockcompactedgenerator:4, Medium Voltage Water Mill (MV)
ic2:blockcompactedgenerator:5, High Voltage Water Mill (HV)
ic2:blockcompactedgenerator:6, Small Electric Flux Generator (LV)
ic2:blockcompactedgenerator:7, Medium Electric Flux Generator (MV)
ic2:blockcompactedgenerator:8, Big Electric Flux Generator (HV)
ic2:blockchambers:0, Reactor Chamber
ic2:blockchambers:1, Steam Reactor Chamber
ic2:blockelectric:0, BatBox
ic2:blockelectric:1, MFE
ic2:blockelectric:2, MFSU
ic2:blockelectric:3, Battery Station
ic2:blockelectric:4, Creative EnergyStorage
ic2:blockelectric:5, PESU
ic2:blockelectric:8, LV-Transformer
ic2:blockelectric:9, MV-Transformer
ic2:blockelectric:10, HV-Transformer
ic2:blockelectric:11, EV-Transformer
ic2:blockelectric:12, Adjustable-Transformer
ic2:blockelectric:13, IV-Transformer
ic2:chargepad:0, Static Charge Pad
ic2:chargepad:1, Crystalizor Charge Pad
ic2:chargepad:2, Lapotronic Charge Pad
ic2:chargepad:3, Fission Charge Pad
ic2:blockmachinelv:0, Machine Block
ic2:blockmachinelv:1, Iron Furnace
ic2:blockmachinelv:2, Electric Furnace
ic2:blockmachinelv:3, Macerator
ic2:blockmachinelv:4, Extractor
ic2:blockmachinelv:5, Compressor
ic2:blockmachinelv:6, Canning Machine
ic2:blockmachinelv:7, Recycler
ic2:blockmachinelv:8, Electrolyzer
ic2:blockmachinelv:9, Crop Scanner
ic2:blockmachinelv:10, Magnetizer
ic2:blockmachinelv:11, Pump
ic2:blockmachinelv:12, Miner
ic2:blockmachinelv:13, Crop-Matron
ic2:blockmachinelv:14, Sound Beacon
ic2:blockmachinelv:15, Stone Macerator
ic2:blockmachinelv2:0, Wood Gasificator
ic2:blockmachinelv2:1, Electric Wood Gasificator
ic2:blockmachinelv2:2, Rare Earth Extractor
ic2:blockmachinelv2:3, Crop Library
ic2:blockmachinelv2:4, Machine Buffer
ic2:blockmachinelv2:5, Machine Tank
ic2:blockmachinelv2:6, Industrial Worktable
ic2:blockmachinelv2:7, Saw Mill
ic2:blockmachinemv:0, Advanced Machine Block
ic2:blockmachinemv:1, Induction Furnace
ic2:blockmachinemv:2, Rotary Macerator
ic2:blockmachinemv:3, Centrifugal Extractor
ic2:blockmachinemv:4, Singularity Compressor
ic2:blockmachinemv:5, Vacuum Canner
ic2:blockmachinemv:6, Compacting Recycler
ic2:blockmachinemv:7, Charged Electrolyzer
ic2:blockmachinemv:8, Ore Probe
ic2:blockmachinemv:9, Tesla Coil
ic2:blockmachinemv:10, Reactor Planner
ic2:blockmachinemv:11, Crop Harvester
ic2:blockmachinemv:12, Overclocked Pump
ic2:blockmachinemv:13, Ranged Pump
ic2:blockmachinehv:0, Terraformer
ic2:blockmachinehv:1, Mass Fabricator
ic2:blockmachinehv:2, Teleporter
ic2:blockmachinehv:3, Uranium Enricher
ic2:blockmachinehv:4, Electric Enchanter
ic2:blockmachinehv:5, Plasmafier
ic2:blockmachinehv:6, Teleporter Hub
ic2:blockluminator, Luminator
ic2:blockluminatormultipart, Luminator (Multi Part)
ic2:blocknouse, .name
ic2:itemdooralloy, Reinforced Door
ic2:itemharz, Sticky Resin
ic2:itemscrapbox, Scrap Box
ic2:itemmisc:0, Iron Dust
ic2:itemmisc:1, Gold Dust
ic2:itemmisc:2, Copper Dust
ic2:itemmisc:3, Tin Dust
ic2:itemmisc:4, Bronze Dust
ic2:itemmisc:5, Silver Dust
ic2:itemmisc:6, Coal Dust
ic2:itemmisc:7, Hydrated Coal Dust
ic2:itemmisc:8, Clay Dust
ic2:itemmisc:9, Obsidian Dust
ic2:itemmisc:11, Netherrack Dust
ic2:itemmisc:12, Charcoal Dust
ic2:itemmisc:13, Hydrated Charcoal Dust
ic2:itemmisc:14, Rare Earth Dust
ic2:itemmisc:50, Copper Ingot
ic2:itemmisc:51, Tin Ingot
ic2:itemmisc:52, Bronze Ingot
ic2:itemmisc:53, Refined Iron Ingot
ic2:itemmisc:54, Silver Ingot
ic2:itemmisc:55, Refined Uranium Ingot
ic2:itemmisc:56, Mixed Metal Ingot
ic2:itemmisc:57, Redstone Enriched Uranium Ingot
ic2:itemmisc:58, Blaze Enriched Uranium Ingot
ic2:itemmisc:59, EnderPearl Enriched Uranium Ingot
ic2:itemmisc:60, NetherStar Enriched Uranium Ingot
ic2:itemmisc:61, Charcoal Enriched Uranium Ingot
ic2:itemmisc:100, Compressed Air Cell
ic2:itemmisc:101, H. Coal Cell
ic2:itemmisc:102, Coalfuel Cell
ic2:itemmisc:103, Bio Cell
ic2:itemmisc:104, Biofuel Cell
ic2:itemmisc:105, Electrolyzed Water Cell
ic2:itemmisc:106, Fuel Cell
ic2:itemmisc:108, Plasma Cell
ic2:itemmisc:150, Grin Powder
ic2:itemmisc:151, Fertilizer
ic2:itemmisc:152, Hops
ic2:itemmisc:153, Coffee Beans
ic2:itemmisc:154, Coffee Powder
ic2:itemmisc:155, Tea Leaf
ic2:itemmisc:156, Flour
ic2:itemmisc:157, Overgrowth Fertilizer
ic2:itemmisc:158, Hemp Seeds
ic2:itemmisc:159, Hemp
ic2:itemmisc:160, Restoring Fertilizer
ic2:itemmisc:180, Uranium Fuel
ic2:itemmisc:181, Iridium Ore
ic2:itemmisc:200, Scrap
ic2:itemmisc:201, Scrap Metal
ic2:itemmisc:202, UU-Matter
ic2:itemmisc:250, Coal Ball
ic2:itemmisc:251, Compressed Coal Ball
ic2:itemmisc:252, Coal Chunk
ic2:itemmisc:253, Industrial Diamond
ic2:itemmisc:254, Raw Carbon Fibre
ic2:itemmisc:255, Raw Carbon Mesh
ic2:itemmisc:256, Carbon Plate
ic2:itemmisc:257, Advanced Alloy
ic2:itemmisc:258, Iridium Plate
ic2:itemmisc:259, Dense Copper Plate
ic2:itemmisc:260, Base Upgrade
ic2:itemmisc:261, Rare Earth Chunk
ic2:itemmisc:262, Dead Magnet
ic2:itemmisc:263, Magnet
ic2:itemmisc:264, Plasma Core
ic2:itemmisc:300, Scrap Metal Chunk
ic2:itemmisc:301, Scrap Metal Blade
ic2:itemmisc:302, Raw Obsidian Blade
ic2:itemmisc:303, Obsidian Blade
ic2:itemmisc:304, Turbine Blade
ic2:itemmisc:350, Plantball
ic2:itemmisc:351, Compressed Plants
ic2:itemmisc:352, H. Coal
ic2:itemmisc:353, Organic Mesh
ic2:itemmisc:354, Bio Ball
ic2:itemmisc:355, Raw Bio Fiber
ic2:itemmisc:356, Compressed Bio Ball
ic2:itemmisc:357, Bio Chunk
ic2:itemmisc:400, Painter
ic2:itemmisc:401, TFBP - Empty
ic2:itemmisc:402, TFBP Biome - Emtpy
ic2:itemmisc:450, Rubber
ic2:itemmisc:451, Electronic Circuit
ic2:itemmisc:452, Advanced Circuit
ic2:itemmisc:453, Tin Can
ic2:itemmisc:454, Stone Mug
ic2:itemmisc:455, CF Pellet
ic2:itemmisc:500, Near-depleted Uranium Cell
ic2:itemmisc:501, Near-depleted Redstone Uranium Cell
ic2:itemmisc:502, Near-depleted Blaze Uranium Cell
ic2:itemmisc:503, Near-depleted EnderPearl Uranium Cell
ic2:itemmisc:504, Near-depleted NetherStar Uranium Cell
ic2:itemmisc:505, Near-depleted Charcoal Uranium Cell
ic2:itemmisc:550, Re-Enriched Uranium Cell
